result_file,checkpoint_path,checkpoint_sha256,lora_rank,seed,folds_covered,git_commit_hash,kaggle_notebook_id,generation_timestamp
results/clean_rerun_rank16_unseeded_combined.csv,/kaggle/input/datasets/nhatphatnguyen/adafob-rank16-ckpts/lora_fold0_best.pth;/kaggle/input/datasets/nhatphatnguyen/adafob-rank16-ckpts/lora_fold1_best.pth;/kaggle/input/datasets/nhatphatnguyen/adafob-rank16-ckpts/lora_fold2_best.pth;/kaggle/input/datasets/nhatphatnguyen/adafob-rank16-ckpts/lora_fold3_best.pth;/kaggle/input/datasets/nhatphatnguyen/adafob-rank16-ckpts/lora_fold4_best.pth,2519757d541a686625f1be948c5587999d26d2286b1620842fd61b2af1dfa74e;63c2afd45df866d38940c95748a9dae76ef1a4a05f8dd2979e2b0c32a566603a;497f9cfdc201904c923b50df5453afa0dd3cfc54633d02fa9ec94b70419cf50e;488fdc1b1b79d481627a411d316df15702d6291fef8c7f1f7d710b1396483b82;d621857ac025c9b51d8c64825dbed4199852d2d1f50af11d48e68d28a44c9c35,16,UNSEEDED,"0,1,2,3,4",1003509f6d4d1e21b6dcb1d1f053ca4cf21213ad,adafob-rank16-eval,2026-09-21T08:23:00Z
