ep,organ,a_score,optimal_Np,oracle_dice,fob_10_dice,dice_0,dice_1,dice_2,dice_4,dice_6,dice_8,dice_10,dice_12,dice_16,dice_20,dice_24
162,lk,0.7399987517032116,0,0.7339593114241002,0.03144237770569935,0.7339593114241002,0.7254447022428461,0.7254447022428461,0.03419726421886249,0.034486513957962754,0.03160135719513006,0.03144237770569935,0.03144237770569935,0.03144237770569935,0.03144237770569935,0.03144237770569935
163,liver,0.7205959997291065,2,0.8639020825721593,0.7670611120116713,0.8523822390344952,0.8593480432216472,0.8639020825721593,0.843644143341059,0.773013150371641,0.7414022718370544,0.7670611120116713,0.7670611120116713,0.7670611120116713,0.7670611120116713,0.7670611120116713
164,spleen,0.8099278578650773,6,0.13593032835118277,0.1226244824291326,0.11085782843431313,0.11957759602443317,0.12610891224239115,0.12862273448592668,0.13593032835118277,0.13593032835118277,0.1226244824291326,0.1226244824291326,0.1226244824291326,0.1226244824291326,0.1133325156384153
165,rk,0.7973051071577035,8,0.06468214515468741,0.05410958904109589,0.05394727215081823,0.05369583687340697,0.05369583687340697,0.054028968515668886,0.06326326326326326,0.06468214515468741,0.05410958904109589,0.05410958904109589,0.05410958904109589,0.05410958904109589,0.05410958904109589
166,lk,0.7629587092302179,0,0.7957719894299736,0.06891380884078759,0.7957719894299736,0.0682287632326362,0.0682287632326362,0.09723116548615583,0.1106574539363484,0.16518205969682762,0.06891380884078759,0.06891380884078759,0.06891380884078759,0.06891380884078759,0.06891380884078759
167,liver,0.8366459450373431,10,0.37842249758848406,0.37842249758848406,0.11368692711577823,0.12429763323684659,0.15001468428781203,0.26872783101275877,0.28666779795237285,0.35826356152817845,0.37842249758848406,0.37842249758848406,0.37842249758848406,0.37500928608572914,0.37500928608572914
168,spleen,0.7497738880622584,20,0.0694134679344211,0.06890123121140328,0.0,0.0,0.0,0.0025176233635448137,0.0025075225677031092,0.0005011275369581559,0.06890123121140328,0.06890123121140328,0.06890123121140328,0.0694134679344211,0.0694134679344211
169,rk,0.7620531053492341,4,0.14339268978444236,0.10330470010127912,0.10257747318235995,0.10452802975670854,0.10452802975670854,0.14339268978444236,0.13614118344950318,0.1042549969715324,0.10330470010127912,0.10330470010127912,0.10330470010127912,0.10330470010127912,0.1032195195082643
170,lk,0.7663348510299199,8,0.0888919706004715,0.03187607060400685,0.03161704956785107,0.03182708276528766,0.032184484271211934,0.03221516922999724,0.03280782890870532,0.0888919706004715,0.03187607060400685,0.03187607060400685,0.03187607060400685,0.03187607060400685,0.03187607060400685
171,liver,0.7957687495500347,4,0.9415944925605152,0.9278681016716281,0.3177162780562214,0.9371554575523704,0.9371554575523704,0.9415944925605152,0.9341208541572013,0.9267399267399268,0.9278681016716281,0.9278681016716281,0.9278681016716281,0.9346892655367232,0.9346892655367232
172,spleen,0.6953740835472177,8,0.38013136288998356,0.23942083943807635,0.12182607551637942,0.11832857690505601,0.184891846921797,0.28165872452600627,0.26955171744614786,0.38013136288998356,0.23942083943807635,0.23942083943807635,0.23942083943807635,0.21747299201503054,0.21747299201503054
173,rk,0.695238892869813,8,0.033019572687882866,0.03291792860334641,0.03289669544507294,0.03279418311322155,0.03279418311322155,0.03287711990479024,0.03289343123635642,0.033019572687882866,0.03291792860334641,0.03291792860334641,0.03291792860334641,0.03291792860334641,0.03268263827270038
174,lk,0.7751521696222783,2,0.1294527815673791,0.06673439087286083,0.06677613574165299,0.06667707682698314,0.1294527815673791,0.10593561992185077,0.08269984990074081,0.08311031093377451,0.06673439087286083,0.06673439087286083,0.06673439087286083,0.06673439087286083,0.06673439087286083
175,liver,0.7848761634914416,1,0.03683543870459758,0.0,0.03511290954183527,0.03683543870459758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,spleen,0.7528090172860282,1,0.5691056910569106,0.10371933526773938,0.1273976153447382,0.5691056910569106,0.5691056910569106,0.14455882352941177,0.1403483723586522,0.09305627869550812,0.10371933526773938,0.10371933526773938,0.10371933526773938,0.10371933526773938,0.11302748074048523
177,rk,0.8052980338300881,4,0.14404930029528823,0.08675816740769379,0.08643401895077421,0.08736956860302134,0.08736956860302134,0.14404930029528823,0.14022370805473974,0.09737892726957126,0.08675816740769379,0.08675816740769379,0.08675816740769379,0.08631433187168244,0.08631433187168244
178,lk,0.7570175282824958,8,0.05344952795933188,0.03626777046837657,0.03617774282343689,0.037711679860630745,0.03932359148345043,0.046316981844498284,0.05013965528986988,0.05344952795933188,0.03626777046837657,0.03626777046837657,0.03626777046837657,0.03626777046837657,0.03626777046837657
179,liver,0.8036828812567854,8,0.07185437513306366,0.044919145538031544,0.06994093876282251,0.07030883808134993,0.07033447952485151,0.07033447952485151,0.06906077348066299,0.07185437513306366,0.044919145538031544,0.044919145538031544,0.044919145538031544,0.044919145538031544,0.044919145538031544
180,spleen,0.7084319941124836,8,0.0918566107371083,0.06418338108882521,0.06370875995449374,0.0637737550119813,0.06649186167318062,0.06780003026787065,0.07308915898523534,0.0918566107371083,0.06418338108882521,0.06418338108882521,0.06418338108882521,0.06418338108882521,0.06418338108882521
181,rk,0.7151367644902076,0,0.953125,0.0958023019634394,0.953125,0.9512928442573662,0.950661853188929,0.9467384799521245,0.9473684210526315,0.14367913352513115,0.0958023019634394,0.0958023019634394,0.0958023019634394,0.0958023019634394,0.0958023019634394
182,lk,0.67084473747848,4,0.11418151213353907,0.1009549795361528,0.027145096208356954,0.09107182814947415,0.09107182814947415,0.11418151213353907,0.09838046893884457,0.10681012990421204,0.1009549795361528,0.1009549795361528,0.1009549795361528,0.1009549795361528,0.1009549795361528
183,liver,0.7567612672760696,6,0.21842261316465705,0.20509806347831466,0.21629204319316217,0.21772683984105612,0.21772683984105612,0.21772683984105612,0.21842261316465705,0.20247366010077875,0.20509806347831466,0.20509806347831466,0.20509806347831466,0.20509806347831466,0.20509806347831466
184,spleen,0.8299941182963999,10,0.27437150486170586,0.27437150486170586,0.1675950146176335,0.1872764786795048,0.20513786349254182,0.21850425292890388,0.24969052313053047,0.26909773693052674,0.27437150486170586,0.27437150486170586,0.27437150486170586,0.27437150486170586,0.27437150486170586
185,rk,0.4618236131966114,1,0.030847130150904428,0.030524789029535863,0.018697627460878344,0.030847130150904428,0.030847130150904428,0.030847130150904428,0.030393540552072735,0.0305994316304276,0.030524789029535863,0.030524789029535863,0.030524789029535863,0.030524789029535863,0.030524789029535863
186,lk,0.7364970018962218,2,0.024968381542980703,0.02423762376237624,0.02486692942180326,0.024928716904276987,0.024968381542980703,0.023781767311727674,0.023781767311727674,0.024375672123312223,0.02423762376237624,0.02423762376237624,0.02423762376237624,0.02423762376237624,0.02423762376237624
187,liver,0.7848653972541635,2,0.1708375041708375,0.10867097025334933,0.10013974370410014,0.16989681716438282,0.1708375041708375,0.16623572505925446,0.10013974370410014,0.11082431028125105,0.10867097025334933,0.10867097025334933,0.10867097025334933,0.10867097025334933,0.10867097025334933
