ep,organ,a_score,optimal_Np,oracle_dice,fob_10_dice,dice_0,dice_1,dice_2,dice_4,dice_6,dice_8,dice_10,dice_12,dice_16,dice_20,dice_24
22,aorta,0.8258944389530194,6,0.01077889211734933,0.009645961416154335,0.00870223231176693,0.008274274202252041,0.008855008855008855,0.009745762711864408,0.01077889211734933,0.009645961416154335,0.009645961416154335,0.009645961416154335,0.009645961416154335,0.009645961416154335,0.002757071377514551
23,ivc,0.7783131354405619,8,0.02587125247298737,0.024057171159697164,0.023586541796739507,0.024216524216524215,0.01853164005014444,0.025022078304386224,0.025022078304386224,0.02587125247298737,0.024057171159697164,0.024057171159697164,0.024057171159697164,0.024057171159697164,0.024057171159697164
24,gallbladder,0.8078399220435646,4,0.017272112606798205,0.013360593381513883,0.013359005443438161,0.016158711903392756,0.016795170641324488,0.017272112606798205,0.016591385469252797,0.016332461493751817,0.013360593381513883,0.013360593381513883,0.013360593381513883,0.013360593381513883,0.013360593381513883
25,stomach,0.7523094325627816,4,0.09546051671288863,0.0794508898742635,0.07913603775297214,0.0800465102047061,0.08651938087048551,0.09546051671288863,0.09404321098608764,0.07952576379388965,0.0794508898742635,0.0794508898742635,0.0794508898742635,0.0794508898742635,0.0794508898742635
26,aorta,0.5244821429252624,6,0.027141434262948207,0.020685997171145686,0.009619337334539176,0.009579563597658328,0.011222483334132656,0.01090146750524109,0.027141434262948207,0.017085280373831776,0.020685997171145686,0.020685997171145686,0.020685997171145686,0.020685997171145686,0.020685997171145686
27,ivc,0.814588910144213,8,0.007969787732777706,0.007638351513941239,0.007193906338160617,0.007194413749324054,0.007194413749324054,0.007194413749324054,0.00758026159334126,0.007969787732777706,0.007638351513941239,0.007638351513941239,0.007638351513941239,0.007577070694564814,0.007577070694564814
28,gallbladder,0.8120880971431153,6,0.03198414944806114,0.01946094893653664,0.019499568593615187,0.0194391880268364,0.0194391880268364,0.019404138404739417,0.03198414944806114,0.01951725031305324,0.01946094893653664,0.01946094893653664,0.01946094893653664,0.01946094893653664,0.01946094893653664
29,stomach,0.7812727848428365,4,0.07358250524361311,0.06677275422010047,0.0655677431215148,0.06610651180032126,0.06610651180032126,0.07358250524361311,0.06961840007807671,0.07166298305538812,0.06677275422010047,0.06677275422010047,0.06677275422010047,0.06677275422010047,0.06677275422010047
30,aorta,0.8404665902684798,6,0.018319960235745225,0.009969473318134395,0.0101105102280743,0.015305214450969924,0.017163384779137838,0.01789057624297899,0.018319960235745225,0.016653756777691712,0.009969473318134395,0.009969473318134395,0.009969473318134395,0.009929569333795173,0.009929569333795173
31,ivc,0.8091761157851838,1,0.03736056981588496,0.03650689428759028,0.010894270710870757,0.03736056981588496,0.03736056981588496,0.026715356525081682,0.026715356525081682,0.03195402298850575,0.03650689428759028,0.03650689428759028,0.03650689428759028,0.03650689428759028,0.03650689428759028
32,gallbladder,0.8144840884621358,8,0.014190193164933135,0.013479657009774515,0.013483939286974939,0.013397397678252026,0.013397397678252026,0.013483939286974939,0.013515904185684463,0.014190193164933135,0.013479657009774515,0.013479657009774515,0.013479657009774515,0.013479657009774515,0.013479657009774515
33,stomach,0.7094614101201295,8,0.08771035186129526,0.08546280522430437,0.0,0.0,0.0,0.0,0.0,0.08771035186129526,0.08546280522430437,0.08546280522430437,0.08546280522430437,0.08546280522430437,0.07686905445955436
34,aorta,0.4518556476570666,10,0.028669612174766813,0.028669612174766813,0.0059751434034416824,0.0,0.0,0.0,0.0,0.0,0.028669612174766813,0.028669612174766813,0.028669612174766813,0.028669612174766813,0.028669612174766813
35,ivc,0.7970633957935651,10,0.15316117542297417,0.15316117542297417,0.009986645764384834,0.010440694427582858,0.011867798247429794,0.019477945756185947,0.02600937547255406,0.11157963023029517,0.15316117542297417,0.15316117542297417,0.15316117542297417,0.15316117542297417,0.15316117542297417
36,gallbladder,0.801620770115268,6,0.0233623453962437,0.02061105722599418,0.0205877603746165,0.020434329673852072,0.020434329673852072,0.020434329673852072,0.0233623453962437,0.022636484687083888,0.02061105722599418,0.02061105722599418,0.02061105722599418,0.02061105722599418,0.02061105722599418
37,stomach,0.5345151585496609,1,0.41802067946824223,0.4168421052631579,0.41333333333333333,0.41802067946824223,0.41333333333333333,0.4147058823529412,0.4172661870503597,0.4142857142857143,0.4168421052631579,0.4168421052631579,0.4168421052631579,0.4168421052631579,0.4081336238198983
38,aorta,0.6888967360814314,0,0.903448275862069,0.033859470468431775,0.903448275862069,0.9010238907849829,0.8979591836734694,0.8488745980707395,0.013923785594639866,0.02910284463894967,0.033859470468431775,0.033859470468431775,0.033859470468431775,0.033859470468431775,0.033859470468431775
39,ivc,0.8037846386590417,0,0.0068692327067066605,0.00686137730713812,0.0068692327067066605,0.006866874198864677,0.006866874198864677,0.006866088389444533,0.006866088389444533,0.006866088389444533,0.00686137730713812,0.00686137730713812,0.00686137730713812,0.00686137730713812,0.00686137730713812
40,gallbladder,0.848794237804354,20,0.010612977486441142,0.010345352198387342,0.010189555705401964,0.010228255555973377,0.010278502059479272,0.010372573694848035,0.010216729895203395,0.010427048991796365,0.010345352198387342,0.010345352198387342,0.010345352198387342,0.010612977486441142,0.010612977486441142
41,stomach,0.6383225552640728,8,0.03290246768507638,0.031578947368421054,0.0,0.0,0.0,0.0029717682020802376,0.016452780519907863,0.03290246768507638,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054,0.031578947368421054
42,aorta,0.8221995378266012,4,0.013345322038710899,0.0022507848131256294,0.01025081788440567,0.0,0.011738261738261738,0.013345322038710899,0.004752694114396242,0.003236245954692557,0.0022507848131256294,0.0022507848131256294,0.0022507848131256294,0.0022507848131256294,0.0022507848131256294
43,ivc,0.8185568969197388,4,0.012862488306828812,0.01037637958683143,0.011830501183050119,0.011311053984575836,0.011911852293031567,0.012862488306828812,0.011608273533136345,0.01044287273935539,0.01037637958683143,0.01037637958683143,0.01037637958683143,0.01037637958683143,0.01037637958683143
44,gallbladder,0.8054436897971626,10,0.029320186818889465,0.029320186818889465,0.0217297245324744,0.021551518619177038,0.021609217382989914,0.024101525007998295,0.024731888815933464,0.024731888815933464,0.029320186818889465,0.029320186818889465,0.029320186818889465,0.021429926038308362,0.021429926038308362
45,stomach,0.7913298432898679,6,0.0353361357817883,0.035082214133299865,0.034927676590958794,0.03485689343393403,0.03495716340441498,0.035127407547051244,0.0353361357817883,0.03543020123593725,0.035082214133299865,0.035082214133299865,0.035082214133299865,0.035082214133299865,0.035082214133299865
46,aorta,0.8438438036047471,1,0.020439006836991725,0.0096753313119613,0.009889612424696173,0.020439006836991725,0.020439006836991725,0.01473716984069327,0.009794116632755112,0.009698459857255063,0.0096753313119613,0.0096753313119613,0.0096753313119613,0.0096753313119613,0.0096753313119613
47,ivc,0.6795241185075368,24,0.01199160587588688,0.011133840839733056,0.006900135093006339,0.006925467781972924,0.007120185296388436,0.009311195871662552,0.010104391758225036,0.010919975002466862,0.011133840839733056,0.011133840839733056,0.011133840839733056,0.011133840839733056,0.01199160587588688
48,gallbladder,0.7116473082586302,10,0.041410730992962615,0.041410730992962615,0.021551359132864763,0.024991407669268915,0.02752020761806926,0.029900722551841626,0.03472743399058471,0.03472743399058471,0.041410730992962615,0.041410730992962615,0.041410730992962615,0.041410730992962615,0.041410730992962615
49,stomach,0.7117592227141569,0,0.18238341968911917,0.05350652846951137,0.18238341968911917,0.05704445161984716,0.06002491600286911,0.054641052957146295,0.05594257969178805,0.056275217668294755,0.05350652846951137,0.05350652846951137,0.05350652846951137,0.05350652846951137,0.05350652846951137
50,aorta,0.8179666958141025,4,0.04769433465085639,0.007459677419354839,0.021776333738435974,0.042128710474069055,0.030707793996144313,0.04769433465085639,0.0021927975035843806,0.015836898152361882,0.007459677419354839,0.007459677419354839,0.007459677419354839,0.007459677419354839,0.007459677419354839
51,ivc,0.6989248149591393,8,0.005920902811163685,0.005530738140821102,0.00525264315697322,0.005249579360628155,0.005249579360628155,0.00538860103626943,0.0053483269336258915,0.005920902811163685,0.005530738140821102,0.005530738140821102,0.005530738140821102,0.005530738140821102,0.005530738140821102
52,gallbladder,0.7477464596594446,8,0.03754500950762633,0.03469547986690096,0.022010863119944973,0.022060571482907812,0.02208472156116135,0.022426292895118414,0.03188674707074872,0.03754500950762633,0.03469547986690096,0.03469547986690096,0.03469547986690096,0.03469547986690096,0.03469547986690096
53,stomach,0.7687950922884237,4,0.2687197731947301,0.23321312038468145,0.1774331531334753,0.17730406155077394,0.19013809783880783,0.2687197731947301,0.20394836291078391,0.2181101167905354,0.23321312038468145,0.23321312038468145,0.23321312038468145,0.23321312038468145,0.23321312038468145
54,aorta,0.7604835847752687,4,0.016149596260093498,0.011439384165484024,0.010850057105563714,0.010842096682155376,0.01161318489412792,0.016149596260093498,0.011716513236136194,0.011075027063036057,0.011439384165484024,0.011439384165484024,0.010989919021649313,0.010989919021649313,0.010989919021649313
55,ivc,0.8178371169582921,4,0.008979305506839706,0.008898776418242492,0.00882606447164282,0.00882606447164282,0.00882606447164282,0.008979305506839706,0.009068688228417585,0.00893885959705297,0.008898776418242492,0.008898776418242492,0.008898776418242492,0.008907756010995511,0.008907756010995511
56,gallbladder,0.8044760517521934,4,0.016408780136739836,0.01614730878186969,0.013805213284490327,0.01467842657567759,0.015534509777202426,0.016408780136739836,0.01628280664167113,0.01616791944405049,0.01614730878186969,0.01614730878186969,0.01614730878186969,0.01618628425386909,0.01618628425386909
57,stomach,0.6847195178809928,0,0.27928341754708313,0.08515378145529767,0.27928341754708313,0.2745278673422386,0.27770114942528734,0.2773455377574371,0.08960221972396967,0.08766469307996537,0.08515378145529767,0.08515378145529767,0.08515378145529767,0.08515378145529767,0.08515378145529767
58,aorta,0.6936200592294335,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,ivc,0.8345346357813197,10,0.023037284025462262,0.023037284025462262,0.01437624136952615,0.014859712581875061,0.016744698430184522,0.02264600715137068,0.019073911406700967,0.02179055264855566,0.023037284025462262,0.023037284025462262,0.023037284025462262,0.023037284025462262,0.016108520559559136
60,gallbladder,0.747426287173871,10,0.04632426988922457,0.04632426988922457,0.03107485988791033,0.03452205575784529,0.03452205575784529,0.03541185527328714,0.04176334106728538,0.04176334106728538,0.04632426988922457,0.04632426988922457,0.04632426988922457,0.04198924912944995,0.04198924912944995
61,stomach,0.807675494492545,8,0.13953893755174968,0.13883107873742628,0.13850080020762143,0.1383870688910018,0.13856673013674917,0.13940528538464889,0.1391750336854001,0.13953893755174968,0.13883107873742628,0.13883107873742628,0.13883107873742628,0.13178581717907561,0.13178581717907561
62,aorta,0.6950687881296829,8,0.008863183986179442,0.0057064780581900015,0.007538731831975723,0.00752527024010714,0.007575757575757576,0.007868765004001067,0.00839558875844895,0.008863183986179442,0.0057064780581900015,0.0057064780581900015,0.0057064780581900015,0.0057064780581900015,0.002442002442002442
63,ivc,0.8313191353169223,10,0.012960082944530845,0.012960082944530845,0.007503376519433745,0.008332638946754437,0.008490165558228386,0.0093905531035778,0.010386732680123256,0.012220457045093487,0.012960082944530845,0.012960082944530845,0.012960082944530845,0.012960082944530845,0.012323365100230035
64,gallbladder,0.7827874099774521,4,0.009906572164948453,0.009744117880060207,0.009653873322345186,0.009714488804644,0.009771986970684038,0.009906572164948453,0.009807830316561678,0.009875551987153754,0.009744117880060207,0.009744117880060207,0.009744117880060207,0.009744117880060207,0.009744117880060207
65,stomach,0.6940960100653757,6,0.14149861416419765,0.11680012622776222,0.13981490225705923,0.13999669038557008,0.14036168851176792,0.14088930126329313,0.14149861416419765,0.12620407467394085,0.11680012622776222,0.11680012622776222,0.11680012622776222,0.11680012622776222,0.11680012622776222
66,aorta,0.815898985535066,8,0.014457419051285341,0.010233843319858773,0.014206981016533986,0.014180351248930361,0.01417111210652767,0.0,0.014354659076846925,0.014457419051285341,0.010233843319858773,0.010233843319858773,0.010233843319858773,0.010233843319858773,0.010233843319858773
67,ivc,0.7549102718971954,8,0.018897133400950193,0.01875,0.017246419175679626,0.01746767985789006,0.017574343444372736,0.018499163879598664,0.018323929810031576,0.018897133400950193,0.01875,0.01875,0.01875,0.01875,0.01875
68,gallbladder,0.7561147939402657,6,0.07381113364886184,0.07114538641177429,0.028608241794239042,0.04384937238493724,0.04384937238493724,0.05778052223006352,0.07381113364886184,0.07114538641177429,0.07114538641177429,0.07114538641177429,0.07114538641177429,0.07114538641177429,0.07114538641177429
69,stomach,0.8622608549120412,0,0.43928847641144625,0.09422806194274988,0.43928847641144625,0.43608326908249806,0.08612950966834074,0.08712344949793266,0.08670944986038309,0.08356561036992936,0.09422806194274988,0.09422806194274988,0.09422806194274988,0.09422806194274988,0.09422806194274988
70,aorta,0.6150813509380222,0,0.010082449941107186,0.0015819655922483687,0.010082449941107186,0.0,0.004141501294219155,0.0019011406844106464,0.0012911555842479018,0.0012222448563862294,0.0015819655922483687,0.0015819655922483687,0.0,0.0,0.0
71,ivc,0.7894947967280164,4,0.014937424303593056,0.014744812274059948,0.013051475219834211,0.013043587742049202,0.013062006707516957,0.014937424303593056,0.014335925608169818,0.014555059147489393,0.014744812274059948,0.014744812274059948,0.014744812274059948,0.014805499185411724,0.014805499185411724
72,gallbladder,0.7906423491589023,6,0.011549057003602458,0.0055250019008034066,0.005509781125208512,0.009541316526610645,0.01022562033866504,0.010693088733016137,0.011549057003602458,0.005522342689228898,0.0055250019008034066,0.0055250019008034066,0.0055250019008034066,0.0055250019008034066,0.0055250019008034066
73,stomach,0.8836753829637702,10,0.24333409733363892,0.24333409733363892,0.15360021614806144,0.15614015448337626,0.15614015448337626,0.20998847244290744,0.23169974052552716,0.233389618970707,0.24333409733363892,0.24333409733363892,0.24333409733363892,0.1551194135729487,0.1551194135729487
74,aorta,0.8169094674651687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,ivc,0.8785389898764524,4,0.01445466491458607,0.011151662611516627,0.011190613449082709,0.011190613449082709,0.012219506776271939,0.01445466491458607,0.011073082343466881,0.011127221229389351,0.011151662611516627,0.011151662611516627,0.011151662611516627,0.011197448339045162,0.011197448339045162
76,gallbladder,0.7862640900494293,8,0.021515434985968196,0.017839614186334344,0.014872269266348822,0.015380652757846709,0.01608620357898788,0.01838655757895663,0.020142636854279104,0.021515434985968196,0.017839614186334344,0.017839614186334344,0.017839614186334344,0.015889307028547534,0.015889307028547534
77,stomach,0.6217923684100373,1,0.2205258693808312,0.06871029016833693,0.21598639455782312,0.2205258693808312,0.21901528013582344,0.21525423728813559,0.2053639846743295,0.07480034227039362,0.06871029016833693,0.06871029016833693,0.06871029016833693,0.06871029016833693,0.06871029016833693
